I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
5728,,2003,10,1,1,3,25.2,10,6.7,6.7,7.1,6.3,,,,,RUSSIA,,"RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK",50.211,87.721,40,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5729,,2003,10,15,7,30,35.9,78,5.2,5.2,,5,,,,,JAPAN,,JAPAN:  NEAR S COAST HONSHU:  ATSUGI,35.457,139.871,30,,,,,,,,1,,,,,,,,,,,,1,,,,
5730,,2003,10,16,3,20,55.3,10,4.5,,4.5,4.8,,,,,DOMINICAN REPUBLIC,,"DOMINICAN REPUBLIC:   MOCA, SANTIAGO",19.761,-70.693,90,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5731,,2003,10,16,12,28,9,33,5.6,5.6,5.6,5.2,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  DAYAO,25.954,101.254,30,3,1,,,32,1,,3,12000,4,12000,4,3,1,,,32,1,,3,12000,4,,
5732,,2003,10,25,12,41,35.2,10,5.8,5.8,5.7,5.8,,,,,CHINA,,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,30,9,1,,,43,1,40,4,10000,4,,,9,1,,,43,1,40,4,10000,4,,
6610,Tsu,2003,10,31,1,6,28.2,10,7,7,6.8,6.1,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,37.812,142.619,30,,,,,,,,,,,,,,,,,,,,,,,,
5733,,2003,11,13,2,35,10.3,10,5.1,5.1,5.1,5.1,,,,,CHINA,,"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",34.712,103.834,30,1,1,,,30,1,,1,10,1,,,1,1,,,30,1,,1,10,1,,
5734,,2003,11,14,18,49,46.5,33,5.6,5.6,,5,,,,,CHINA,,"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",27.372,103.971,30,4,1,,,65,1,,2,600,3,600,3,4,1,,,65,1,,2,600,3,,
5735,Tsu,2003,11,17,6,43,6.8,33,7.8,7.8,7.2,6.2,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,150,,,,,,,,,,,,,,,,,,,,,,,,
5736,,2003,11,18,17,14,22.6,35,6.5,6.5,6.5,6.1,,,,7,PHILIPPINES,,PHILIPPINES:  SAMAR:  CAN-AVID,12.025,125.416,170,1,1,,,21,1,,2,1,1,,3,1,1,,,21,1,,2,1,1,,3
5737,,2003,11,26,13,38,57.8,33,4.7,,,4.7,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.283,103.753,30,,,,,4,1,,4,2000,4,2000,4,,,,,4,1,,4,2000,4,,
5738,,2003,12,1,1,38,31.9,10,6,6,5.9,6,,,,,CHINA,,CHINA:  XINJIANG:  ZHAOSU,42.905,80.515,40,11,1,,,47,1,,3,769,3,,,11,1,,,47,1,,3,769,3,,
5745,,2003,12,5,23,41,27.4,33,4.9,,4.9,5.4,,,,,INDONESIA,,"INDONESIA:  FLORES, RUTENG",-8.137,120.524,60,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5746,,2003,12,10,4,38,11.5,10,6.8,6.8,6.7,6,,,,,TAIWAN,,"TAIWAN:  T'AI-TUNG, KAO-HSIUN",23.039,121.362,30,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
5747,,2003,12,11,16,28,17.3,33,5,,,5,,,,,IRAN,,IRAN:  WESTERN:  MASJED-E- SOLEYMAN,31.953,49.209,140,,0,,,5,1,,1,2,1,2,1,,,,,5,1,,1,1,1,,
5748,,2003,12,17,23,15,17.2,34,4.4,,,4.4,,,,,BULGARIA,,BULGARIA: POVADIYA,43.083,27.486,110,,,,,,,,2,10,1,10,1,,,,,,,,2,10,1,150,3
5749,,2003,12,22,19,15,56,8,6.6,6.6,6.4,6.1,,,,8,USA,CA,"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,150,2,1,,,40,1,300,4,40,1,,,2,1,,,40,1,300,4,,,,
5750,,2003,12,25,7,11,11.5,33,6.5,6.5,6.4,6,,,,,PANAMA,,PANAMA-COSTA RICA:  PUERTO ARMUELLES,8.416,-82.824,100,2,1,,,75,2,,2,,,,3,2,1,,,75,2,,2,,,,3
5751,,2003,12,26,1,56,52.4,10,6.6,6.6,6.8,6,,,,9,IRAN,,"IRAN:  SOUTHEASTERN:  BAM, BARAVAT",28.995,58.311,140,31000,4,,,30000,4,32.7,4,,4,,4,31000,4,,,30000,4,32.7,4,,4,,
7404,Tsu,2003,12,27,4,55,25.4,10,6.1,6.1,5.9,5.9,,,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.107,169.35,170,,,,,,,,,,,,,,,,,,,,,,,,
5752,,2004,1,1,20,59,31.9,45,5.8,5.8,5.4,5.5,,,,6,INDONESIA,,"INDONESIA:  BALI, LOMBOK",-8.31,115.788,60,1,1,,,29,1,12,3,6000,4,,,1,1,,,29,1,12,3,6000,4,,
5753,,2004,1,1,23,31,50,29,6.1,6.1,5.7,5.6,,,,,MEXICO,,"MEXICO:  GUERRERO, MEXICO CITY",17.488,-101.303,150,,,,,,,,1,,,,,,,,,,,,1,,,,
5754,,2004,1,10,7,43,18,5,2.2,,,,2.2,,,,SLOVAKIA,,SLOVAKIA:  SLOVENSKO L'UPCA,48.758,19.217,110,,,,,,,,1,,,,,,,,,,,,1,,,,
5755,,2004,1,10,18,38,14.8,10,4.4,,4.4,4.5,4.6,,,,ALGERIA,,"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES",36.852,3.418,15,,,,,300,3,,1,,,,,,,,,300,3,,1,,,,
5756,,2004,1,14,16,58,48.1,12,5.2,5.2,,5.4,,,,,IRAN,,IRAN:  SOUTHERN:  FIRUZABAD,27.695,52.397,140,,,,,,,,1,,,,,,,,,,,,1,,,,
6611,Tsu,2004,1,28,22,15,30.7,17,6.7,6.7,6.5,6,,,,,INDONESIA,,INDONESIA:  SERAM,-3.12,127.4,170,,,,,,,,,,,,,,,,,,,,,,,,
5757,,2004,2,4,11,59,47.6,29,6.1,6.1,5.9,5.6,,,,,PANAMA,,PANAMA-COSTA RICA:  CHIRIQUI,8.358,-82.877,100,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,
5758,,2004,2,5,21,5,2.8,17,7,7,7.1,6.1,,,,,INDONESIA,,INDONESIA:  NABIRE,-3.615,135.538,170,37,1,,,682,3,1,2,2678,4,,,37,1,,,682,3,1,2,2678,4,,
5759,,2004,2,7,2,42,35.2,10,7.3,7.3,7.5,6.2,,,,,INDONESIA,,INDONESIA:  NABIRE,-4.003,135.023,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5760,Tsu,2004,2,11,8,15,3.8,27,5.3,5.3,4.8,5.1,,,,,JORDAN,,"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,140,,,,,4,1,,2,,,,2,,,,,4,1,,2,,,,2
5761,,2004,2,14,10,30,22.1,11,5.4,5.4,5.2,5.4,,,,,PAKISTAN,,"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,60,24,1,,,40,1,,3,1420,4,1420,4,24,1,,,40,1,,3,1420,4,5379,4
5762,,2004,2,16,14,44,39.9,56,5.1,5.1,4.5,5.2,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,60,5,1,,,7,1,,1,,,,,5,1,,,7,1,,,,,100,2
5763,,2004,2,22,6,46,27,42,6,6,5.7,6.3,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PESISIR SELATAN,-1.559,100.488,60,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,3
5764,,2004,2,24,2,14,34,10,4.7,,,4.7,,,,,BURUNDI,,BURUNDI:  RUYAGA,-3.393,29.558,10,3,1,,,,,,1,24,1,,,3,1,,,,,,1,24,1,,
5765,,2004,2,24,2,27,46.2,0,6.4,6.4,6.4,6.2,,,,9,MOROCCO,,"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,15,628,3,,,926,3,400,4,2539,4,,,628,3,,,926,3,400,4,2539,4,,
5766,,2004,3,1,0,35,58,9,5.2,5.2,4.8,5.4,5.1,,,,GREECE,,GREECE:  SOUTHERN:  KALAMATA,37.136,22.116,130,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5768,,2004,3,24,1,53,49.4,19,5.4,5.4,5.2,5.6,,,,,CHINA,,"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",45.382,118.256,30,,,,,100,2,74,4,38000,4,,,,,,,100,2,74,4,38000,4,,
5767,,2004,3,25,19,30,49,,5.6,5.6,5.4,5,,,,,TURKEY,,TURKEY:  ERZURUM,39.93,40.812,140,10,1,,,46,1,,1,45,1,45,1,10,1,,,46,1,,1,45,1,,
5769,,2004,3,28,3,51,10,5,5.6,5.6,5.3,5.3,5.3,,,,TURKEY,,TURKEY:  ASKALE,39.847,40.874,140,,,,,12,1,,1,50,1,50,1,,,,,12,1,,1,50,1,,
5771,,2004,4,5,21,24,4,187,6.5,6.5,,6.4,,,,,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",36.512,71.029,40,3,1,,,5,1,,,,,,,3,1,,,5,1,,,,,,
5772,,2004,4,9,1,55,50.7,66,5.4,5.4,,5.5,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-1.549,100.54,60,,,,,,,,1,,,,,,,,,,,,1,,,,1
5774,,2004,4,16,18,32,24,96,5.5,5.5,,5.5,,,,,INDONESIA,,INDONESIA:  BALI,-8.669,114.65,60,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5775,,2004,4,23,1,50,30.2,66,6.7,6.7,,6.5,,,,,INDONESIA,,INDONESIA:  TIMOR: KUPANG,-9.362,122.839,60,,,,,,,,1,,,,,,,,,,,,1,,,,
5776,,2004,5,1,7,56,13.6,45,5.2,5.2,5.1,5.2,,,,,TAIWAN,,TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK,24.081,121.611,30,2,1,,,1,1,,1,,,,,2,1,,,1,1,,1,,,,
5777,,2004,5,3,4,36,50,21,6.6,6.6,6.5,5.9,6.4,,,6,CHILE,,CHILE: CANETE,-37.695,-73.406,160,,,,,,,,1,,,,,,,,,,,,1,,,,
5778,,2004,5,4,5,4,58.3,14,5.4,5.4,5.2,5.4,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.506,96.758,30,,,,,,,,3,,,,,,,,,,,,3,,,3100,4
5779,,2004,5,8,4,39,25,67,5,,,5,,,,,IRAN,,IRAN:  KAZERUN,29.881,51.474,140,,,,,,,,1,4,1,4,1,,,,,,,,1,4,1,6,1
5780,,2004,5,8,20,11,44.2,10,4.5,,,4.5,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.126,67.121,60,1,1,,,30,1,,1,,,,,1,1,,,30,1,,1,,,,1
5782,,2004,5,19,21,28,10.6,35,4.1,,4.1,4.8,,,,6,PHILIPPINES,,PHILIPPINES:  BOHOL ISLAND:  TUBIGON,9.926,124.038,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5783,,2004,5,28,12,38,44.4,17,6.3,6.3,6.3,6.2,,,,,IRAN,,"IRAN:  MAZANDARAN, QAZVIN, TEHRAN",36.29,51.61,140,35,1,,,400,3,165,4,,,,,35,1,,,400,3,165,4,,,,3
5784,,2004,5,30,2,52,12.2,14,4.9,4.9,,4.9,,,,,RUSSIA,,"RUSSIA:  SAKHALIN, YUZHNO, SAKHALINSK",47.311,142.12,50,,,,,,,,1,,,46,1,,,,,,,,1,,,46,1
5785,,2004,6,9,11,41,16.5,10,4.6,,,,4.6,,,,SAUDI ARABIA,,SAUDI ARABIA: WESTERN,27.836,36.905,140,,,,,,,,1,,,,,,,,,,,,1,,,,
5786,,2004,6,15,11,16,31.5,38,5.9,5.9,5.4,5.7,,,,6,CHILE,,"CHILE: CARAHUE, IMPERIAL, TEMUCO",-38.854,-73.155,160,,,,,,,,1,,,,,,,,,,,,1,,,,
5787,,2004,7,1,22,30,9.3,5,5.1,5.1,4.8,5.4,,,,,TURKEY,,TURKEY:  DOGUBEYAZIT,39.766,43.979,140,18,1,,,21,1,,,,,,,18,1,,,21,1,,,,,,
5789,,2004,7,12,13,4,7.1,8,5.2,5.2,4.9,5,5.7,,,,SLOVENIA,,"SLOVENIA: BOVEC, KOBARID",46.296,13.641,130,1,1,,,5,1,,1,,1,,1,1,1,,,5,1,,1,,1,,1
5790,,2004,7,14,14,36,2.5,,4.6,,,4.6,,,,,AFGHANISTAN,,AFGHANISTAN: HERAT,34.89,61.852,40,,,,,,,,2,,,,,,,,,,,,2,,,150,3
5791,,2004,7,18,4,22,22.6,5,5.4,5.4,5.1,5.1,,,,,NEW ZEALAND,,"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA",-38,176.51,170,1,1,,,2,1,,2,,,5,1,1,1,,,2,1,,2,,,5,1
5792,,2004,7,18,8,31,45.8,10,5.2,5.2,4.8,5.1,,,,,AFGHANISTAN,,AFGHANISTAN: PAKTIA PROVINCE,33.426,69.524,40,2,1,,,40,1,,3,,3,,3,2,1,,,40,1,,3,,3,,
5793,,2004,7,30,7,14,7.8,5,4,,4,4.8,,,,,TURKEY,,TURKEY:  DOGUBEYAZIT,39.634,43.966,140,1,1,,,5,1,,1,,,,,1,1,,,5,1,,1,,,,2
5795,,2004,8,4,3,1,7.5,10,5.6,5.6,5.2,5.1,,,,,TURKEY,,TURKEY:  BODRUM,36.833,27.815,140,,,,,15,1,,,,,,,,,,,15,1,,,,,,
5796,,2004,8,10,10,26,14.7,6,5.4,5.4,5.1,5.1,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.266,103.873,30,4,1,,,600,3,50,4,18556,4,65601,4,4,1,,,600,3,50,4,18556,,65601,4
5797,,2004,8,11,15,48,26.8,7,5.7,5.7,5.5,5.3,,,,,TURKEY,,"TURKEY:  ELAZIG, SIVRICE",38.377,39.261,140,1,1,,,11,1,,1,,,,,1,1,,,11,1,,1,,,,
5798,Tsu,2004,9,5,10,7,7.8,14,7.2,7.2,7,6.7,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST: KYOTO,33.07,136.618,30,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,
5799,Tsu,2004,9,5,14,57,18.6,10,7.4,7.4,7.1,6.2,,,,,JAPAN,,"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",33.184,137.071,30,,,,,40,1,,1,,,,,,,,,40,1,,1,,,,
5800,,2004,9,7,11,53,6.1,22,6.1,6.1,6.1,6.1,,,,,ARGENTINA,,ARGENTINA: CATAMARCA,-28.573,-65.84,160,1,1,,,,2,,1,,2,,2,1,1,,,,2,,1,,2,,
5801,,2004,9,7,12,15,49.7,10,5.2,,,5.2,,,,,CHINA,,CHINA:  GANSU PROVINCE,34.682,103.781,30,,,,,19,1,,3,600,3,,,,,,,19,1,,3,600,3,,
5802,,2004,9,21,13,32,30.8,10,4.8,4.8,,4.9,4.8,,,6,POLAND,,"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK",54.841,19.912,120,,,,,3,1,,1,,,,,,,,,3,1,,1,,,,
5803,,2004,9,28,17,15,24.2,9,6,6,5.8,5.4,,,,6,USA,CA,"CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL",35.819,-120.364,150,,,,,,,,1,,,,,,,,,,,,1,,,,
5825,,2004,10,1,8,1,1.3,87,5.6,5.6,,5.1,,,,,NICARAGUA,,"NICARAGUA:  CHINANDEGA, LEON",11.989,-86.52,100,,,,,,,,1,,,,,,,,,,,,1,,,,
5804,,2004,10,7,21,46,20.3,35,5.6,5.6,5.4,5.6,,,,,IRAN,,IRAN:  GOLESTAN,37.125,54.477,140,,,,,60,2,,,,,,,,,,,60,2,,,,,,
5805,,2004,10,15,4,8,50.2,94,6.6,6.6,,6.4,,,,,TAIWAN,,TAIWAN:  T'AO-YUAN,24.53,122.694,30,,,,,,2,,1,,,,,,,,,,2,,1,,,,
5806,,2004,10,18,22,11,44.9,30,4.4,,4.4,4.8,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.073,99.169,30,,,,,12,1,,3,20000,4,20000,4,,,,,12,1,,3,20000,4,,
5807,,2004,10,23,8,56,0.8,16,6.6,6.6,6.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.226,138.779,30,40,1,,,3183,4,28000,4,6000,4,,,40,1,,,3183,4,28000,4,6000,4,,
5808,,2004,10,27,1,40,50.2,14,5.9,5.9,5.4,5.7,,,,,JAPAN,,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.284,138.885,30,,,,,5,1,,1,1,1,,,,,,,5,1,,1,1,1,,
5826,,2004,10,27,20,34,36.8,96,5.8,5.8,,5.8,,,,,ROMANIA,,"ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN",45.787,26.622,110,,,,,,,,1,,,,,,,,,,,,1,,,,
7403,Tsu,2004,11,2,10,2,12.8,10,6.6,6.6,6.4,5.8,,,,,CANADA,BC,CANADA:  VANCOUVER ISLAND,49.277,-128.772,150,,,,,,,,,,,,,,,,,,,,,,,,
5827,,2004,11,4,6,22,39.4,74,5.2,5.2,,5.4,,,,,GREECE,,GREECE:  CRETE:  ANTIKYTHIRA,35.945,23.115,130,,,,,,,,1,,,,,,,,,,,,1,,,,
5809,,2004,11,8,2,15,58.8,10,5.5,5.5,5,5.6,,,,,JAPAN,,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.396,138.862,30,,,,,8,1,,1,,,,,,,,,8,1,,1,,,,
5810,Tsu,2004,11,11,21,26,41.1,10,7.5,7.5,7.3,6.5,,,,,INDONESIA,,INDONESIA:  KEPULAUAN ALOR,-8.152,124.868,60,34,1,,,400,3,,3,781,3,16712,4,34,1,,,400,3,,3,781,3,16712,4
5811,,2004,11,15,9,6,56.5,15,7.2,7.2,7.1,6.6,,,,,COLOMBIA,,"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,160,,,,,10,1,,3,154,3,,,,,,,10,1,,3,154,3,,
5830,,2004,11,19,23,49,37.1,37,4.8,,,4.8,,,,,IRAN,,IRAN:  W,32.023,48.836,140,,,,,,,,1,,,,,,,,,,,,1,,,,
5812,,2004,11,20,8,7,22,16,6.4,6.4,6.3,6.2,,,,,COSTA RICA,,"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS",9.602,-84.172,100,8,1,,,,2,,3,526,3,,,8,1,,,,2,,3,526,3,,
5813,Tsu,2004,11,21,11,41,7.7,14,6.3,6.3,6.1,6.3,,,,,GUADELOUPE,,"GUADELOUPE:  BASSE-TERRE, LES SAINTES",15.679,-61.706,90,1,1,,,12,1,,2,,3,,,1,1,,,12,1,,2,,3,,
5814,,2004,11,22,4,1,30.4,36,5,5,4,5,,,,,IRAN,,"IRAN:  KHORRAMABAD, POL-E DOKHTAR",33.297,47.977,140,,,,,,2,,1,,1,,1,,,,,,2,,1,,1,,
5815,Tsu,2004,11,22,20,26,23.9,10,7.1,7.1,7.1,6.4,,,,,NEW ZEALAND,,"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5816,,2004,11,24,22,59,40,17,5.1,5.1,4.6,5.3,5.5,,,,ITALY,,ITALY:  NORTHERN:  BRESCIA,45.626,10.559,130,,,,,9,1,,2,,3,,,,,,,9,1,,2,,3,,
5817,,2004,11,26,2,25,3.3,10,7.1,7.1,7.2,6.2,,,,8,INDONESIA,,INDONESIA:  NABIRE,-3.609,135.404,170,32,1,,,130,3,55,4,328,3,,,32,1,,,130,3,55,4,328,3,,
5818,Tsu,2004,11,28,18,32,14.1,39,7,7,6.7,6.4,,,,,JAPAN,,"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,30,,,,,24,1,,1,,,,1,,,,,24,1,,1,,,,1
5819,,2004,12,1,17,42,24.7,10,4.5,,,4.5,,,,,ALGERIA,,ALGERIA:  BOUMERDAS,36.848,3.448,15,,,,,15,1,,1,,,,,,,,,15,1,,1,,,,
5831,,2004,12,2,19,16,34.6,49,5.8,5.8,5.3,5.4,,,,,TRINIDAD AND TOBAGO,,TRINIDAD:  MAYARO,10.49,-61.48,90,,,,,,,,1,,,,,,,,,,,,1,,,,
5832,,2004,12,5,1,52,37.2,10,4.8,4.8,,4.2,5.5,,,5,GERMANY,,"GERMANY:  EMMENDINGEN, FREIBURG IM BREISGAU",48.115,8.077,120,,,,,,,,1,,,,,,,,,,,,1,,,,
5820,,2004,12,5,8,30,59.5,10,4.5,,,4.5,4.7,,,,ALGERIA,,ALGERIA:  ZEMMOURI,36.865,3.421,15,,,,,46,1,,,,,,,,,,,46,1,,,,,,
5833,,2004,12,6,14,15,11.8,35,6.8,6.8,6.5,6.5,,,,,JAPAN,,JAPAN:  HOKKAIDO:  KUSHIRO,42.9,145.228,30,,,,,4,1,,,,,,,,,,,4,1,,,,,,
5821,,2004,12,9,8,49,0.2,35,5.4,5.4,4.7,5.5,,,,,INDIA,,"INDIA:  HAILAKANDI, CACHAR",24.757,92.539,60,,,,,,2,,1,,,,,,,,,,2,,1,,,,
5822,,2004,12,14,5,56,10,10,5.8,5.8,5.3,5.8,,,,,JAPAN,,"JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE",44.119,141.793,30,,,,,3,1,,1,,,,,,,,,3,1,,1,,,,
5834,,2004,12,20,23,2,12.4,5,5.4,5.4,4.7,5.2,5.1,,,,TURKEY,,TURKEY:  MARMARIS,37.042,28.206,140,,,,,3,1,,1,,,,,,,,,3,1,,1,,,,
5835,Tsu,2004,12,23,14,59,4.4,10,8.1,8.1,7.7,6.5,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,170,,,,,,,,,,,,,,,,,,,,,,,,
5823,Tsu,2004,12,26,0,58,53.4,30,9.1,9.1,8.8,7,,,,,INDONESIA,,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,3.316,95.854,60,1001,4,,,,3,10000,4,,3,,3,227899,4,,,,3,10000,4,,3,,
5836,,2005,1,10,18,47,30.1,32,5.4,5.4,5.1,5.3,,,,,IRAN,,IRAN:  GORGAN,37.103,54.574,140,,,,,110,3,,,,,,,,,,,110,3,,,,,,
6640,Tsu,2005,1,19,6,11,36.4,28,6.6,6.6,6.4,5.8,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,34.064,141.491,30,,,,,,,,,,,,,,,,,,,,,,,,
5838,,2005,1,20,18,56,30.7,39,5.3,5.3,,5.2,5.5,,,,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,-41.223,175.21,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5839,,2005,1,23,20,10,12.1,11,6.3,6.3,5.9,5.8,,,,,INDONESIA,,INDONESIA:  SULAWESI:  PALU,-1.198,119.933,170,1,1,,,4,1,,2,,,,,1,1,,,4,1,,2,,,,
5840,,2005,1,24,23,23,26.1,17,6.1,6.1,5.7,5.5,,,,,ECUADOR,,"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO",-1.364,-80.785,160,,,,,,,,2,,2,,,,,,,,,,2,,2,,
5842,,2005,1,25,16,30,38.9,12,4.8,,,4.8,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  SIMAO,22.526,100.709,30,,,,,3,1,,1,,,,,,,,,3,1,,1,,,,
5841,,2005,1,25,16,44,16.1,41,5.9,5.9,5.6,5.3,,,,,TURKEY,,TURKEY:  HAKKARI,37.622,43.703,140,2,1,,,22,1,,1,,,,,2,1,,,22,1,,1,,,,
5843,,2005,1,29,7,41,31,5,4.4,,,4.4,4.8,,,,SPAIN,,"SPAIN:  LA PACA, ZARCILLA DE RAMOS",37.91,-1.82,130,,,,,,,,2,,,,,,,,,,,,2,,,,
5844,,2005,2,2,5,55,18.2,15,4.8,,,4.8,,,,,INDONESIA,,INDONESIA:  JAVA:  GARUT,-7.037,107.819,60,1,1,,,,2,,2,,2,,2,1,1,,,,2,,2,,2,,
9112,Tsu,2005,2,14,18,5,59.3,12,5.8,5.8,5.5,5.6,,,,,GUADELOUPE,,GUADELOUPE,15.775,-61.744,90,,,,,,,,,,,,,,,,,,,,,,,,
5846,,2005,2,14,23,38,8.6,22,6.1,6.1,6.2,6.1,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  WUSHI,41.728,79.44,40,,,,,,,,3,6000,4,,,,,,,,,,3,6000,4,,
5847,,2005,2,15,11,15,11.7,35,5.1,,,5.1,,,,,INDIA,,INDIA:  KHASPUR,24.55,92.524,60,,,,,,,,1,,,,,,,,,,,,1,,,,
5848,,2005,2,22,2,25,22.9,14,6.4,6.4,6.5,6,,,,,IRAN,,IRAN:  KERMAN PROVINCE:  ZARAND,30.754,56.816,140,612,3,,,1411,4,,4,8000,4,8000,4,612,3,,,1411,4,,4,8000,4,,
5849,,2005,3,2,11,12,14.9,52,4.9,,,4.9,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.378,68.038,60,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
5850,,2005,3,9,10,15,31.8,5,4.3,,4.3,5,,,,,SOUTH AFRICA,,"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",-26.913,26.789,10,2,1,,,58,2,,2,,,,,2,1,,,58,2,,2,,,,
5851,,2005,3,12,7,36,12.1,11,5.6,5.6,5,5.4,5.7,,,,TURKEY,,"TURKEY:  CAT, KARLIOVA",39.44,40.978,140,,,,,16,1,,2,,,,,,,,,16,1,,2,,,,
5852,,2005,3,13,3,31,23,54,6,6,5.4,5.9,,,,,IRAN,,IRAN:  SARAVAN,27.095,61.887,140,,,,,,,,1,,,,,,,,,,,,1,,,,
5853,,2005,3,14,1,55,55.6,5,5.8,5.8,5.7,5.5,5.9,,,,TURKEY,,TURKEY:  EASTERN:  BINGOL PROVINCE,39.354,40.89,140,,,,,18,1,,3,,2,,2,,,,,18,1,,3,,2,,
5854,,2005,3,14,9,43,49.1,10,4.9,4.9,4.1,4.9,5.1,,,,INDIA,,"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA",17.145,73.73,60,,,,,45,1,,2,,,,,,,,,45,1,,2,,,,
